steamid,wave
76561199097618184, 75.29
76561199173499393, 75.26
76561198073085016, 75.26
76561199025691850, 75.24
76561198097145485, 75.24
76561199259813973, 75.23
76561199104450404, 75.22
76561199467139822, 75.21
76561199106644583, 75.21
76561198856680452, 75.19
76561198810632143, 75.19
76561198272423640, 75.17
76561199058382487, 75.17
76561198818194755, 75.17
76561198976801379, 75.16
76561198096566658, 75.14
76561198081544027, 75.14
76561198359670451, 75.07
76561199225558425, 75.06
76561199058937663, 75.05
76561199092615222, 75.00
76561199472982683, 75.00
76561199472832662, 75.00
76561199472431658, 75.00
76561199087747135, 75.00
76561198979791331, 75.00
76561198370455142, 75.00
76561198325467168, 75.00
76561199217433724, 74.97
76561199559230344, 74.93
76561199629805384, 74.91
76561198359126013, 74.89
76561199384948210, 74.89
76561198450598505, 74.88
76561198983097158, 74.88
76561198402578847, 74.88
76561199049786052, 74.87
76561198799350869, 74.86
76561198166703743, 74.85
76561199261287367, 74.82
76561199126211060, 74.82
76561198089051222, 74.82
76561199573157451, 74.82
76561198403031760, 74.81
76561198881819165, 74.81
76561199455660265, 74.81
76561199711432395, 74.80
76561199240640773, 74.80
76561199122137765, 74.80
76561199784614112, 74.78
76561198440658414, 74.77
76561199229166475, 74.76
